1_hanzi,2_pinyin,3_meaningList,4_frequency,5_hsk_level,6_traditional
赔钱,péi qián,"to lose money, to pay for damages",42,7-9,賠錢
佩服,pèifú,admire,214,7-9,佩服
配件,pèi jiàn,"component, part, fitting, accessory, replacement part",58,7-9,配件
配偶,pèiǒu,spouse,116,7-9,配偶
配送,pèi sòng,"distribution, delivery",14,7-9,配送
配音,pèi yīn,dubbing (filmmaking),71,7-9,配音
喷泉,pēn quán,fountain,188,7-9,噴泉
抨击,pēngjí,"attack (in speech/writing), assail",70,7-9,抨擊
烹调,pēng tiáo,"to cook, cooking",51,7-9,烹調
蓬勃,péngbó,"full of vitality, vigorous, rising, flourishing",16,7-9,蓬勃
鹏程万里,péng chéng wàn lǐ,"the fabled roc flies ten thousand miles (idiom), one's future prospects are brilliant",1522,7-9,鵬程萬里
膨胀,péngzhàng,"expand, swell, inflate",101,7-9,膨脹
捧,pěng,"hold/carry sth. level in both hands, boost, boast, exalt, flatter",163,7-9,捧
捧场,pěng chǎng,"to cheer on (originally esp. as paid stooge), to root for sb, to sing sb's praises, to flatter",53,7-9,捧場
碰钉子,pèng dīng zi,to meet with a rebuff,6,7-9,碰釘子
碰巧,pèng qiǎo,"by chance, by coincidence, to happen to",506,7-9,碰巧
碰上,pèng shàng,"to run into, to come upon, to meet",347,7-9,碰上
碰撞,pèng zhuàng,"to collide, collision",110,7-9,碰撞
批发,pī fā,"wholesale, bulk trade, distribution",21,7-9,批發
批判,pīpàn,criticize,59,7-9,批判
披露,pī lù,"to reveal, to publish, to make public, to announce",43,7-9,披露
劈,"pī, pǐ","to hack, to chop, to split open, (of lightning) to strike, to split in two, to divide",157,7-9,劈
皮带,pí dài,"strap, leather belt, CL:條|条[tiao2],根[gen1]",281,7-9,皮帶
疲惫,pí bèi,"beaten, exhausted, tired",182,7-9,疲憊
疲惫不堪,píbèibùkān,Exhausted,43,7-9,疲憊不堪
疲倦,pí juàn,"to tire, tired",144,7-9,疲倦
疲劳,pí láo,"fatigue, wearily, weariness, weary",138,7-9,疲勞
脾,pí,spleen,31,7-9,脾
匹配,pǐ pèi,"to mate or marry, to match, matching, compatible",423,7-9,匹配
媲美,pì měi,"to match, is comparable with",42,7-9,媲美
僻静,pì jìng,"lonely, secluded",11,7-9,僻靜
譬如,pìrú,"for example, such as",52,7-9,譬如
譬如说,pìrúshuō,"for example, such as",10,7-9,譬如說
片子,piànzi5,"a roll of film, film, movie, record, album",567,7-9,片子
偏差,piānchā,"deviation, error",33,7-9,偏差
偏方,piān fāng,"folk remedy, home remedy",8,7-9,偏方
偏见,piān jiàn,prejudice,310,7-9,偏見
偏僻,piān pì,"remote, desolate, far from the city",120,7-9,偏僻
偏偏,piānpiān,"just, but, only",153,7-9,偏偏
偏向,piān xiàng,"partial towards sth, to prefer, to incline, erroneous tendencies (Leftist or Revisionist deviation)",44,7-9,偏向
偏远,piānyuǎn,"remote, faraway",58,7-9,偏遠
篇幅,piān fu,"length (of a piece of writing), space occupied on a printed page",10,7-9,篇幅
片段,piànduàn,"part, extract, fragment",259,7-9,片段
骗人,piàn rén,"to cheat sb, a scam",642,7-9,騙人
漂,"piāo, piǎo, piào","to float, to drift, to bleach, elegant, polished",148,7-9,漂
飘,piāo,"blow about, float, blow/drift about, flutter, wave, blow, drift about",295,7-9,飄
票房,piào fáng,box office,68,7-9,票房
撇,"piē, piě","to cast away, to fling aside, to throw, to cast, left-slanting downward brush stroke (calligraphy)",119,7-9,撇
拼搏,pīn bó,"to struggle, to wrestle",62,7-9,拼搏
拼命,pīnmìng,"go all out regardless of danger to one's life, fight desperately, exerting the utmost strength, risk life, make death-defying effort, defy death, risk one's life, with all one's might",487,7-9,拼命
贫富,pín fù,poor and rich,13,7-9,貧富
贫穷,pínqióng,"poor, needy",189,7-9,貧窮
频率,pínlù,"relative frequency, frequency, periodicity",323,7-9,頻率
频频,pínpín,"again and again, repeatedly",21,7-9,頻頻
品尝,pǐn cháng,"to taste a small amount, to sample",206,7-9,品嘗
品德,pǐn dé,moral character,33,7-9,品德
品位,pǐn wèi,"rank, grade, quality, (aesthetic) taste",192,7-9,品位
品行,pǐn xíng,"behavior, moral conduct",42,7-9,品行
聘,pìn,"engage, invite",78,7-9,聘
聘任,pìn rèn,"to appoint (to a position), appointed",6,7-9,聘任
聘用,pìn yòng,"to employ, to hire",66,7-9,聘用
乒乓球,pīng pāng qiú,"table tennis, ping-pong, table tennis ball, CL:個|个[ge4]",75,7-9,乒乓球
平常心,píngchángxīn,Ordinary heart,5,7-9,平常心
平淡,píng dàn,"flat, dull, ordinary, nothing special",74,7-9,平淡
平和,pínghé,"calm, pacify, composed, moderate, gentle",94,7-9,平和
平价,píng jià,"reasonably priced, inexpensive, to keep prices down, (currency exchange) parity",5,7-9,平價
平面,píngmiàn,"smooth, planar, planeness, plane, tabulate, level, flatness, two-dimensionality, table, sheet, horizontal surface, flat",106,7-9,平面
平民,píngmín,"vulgus, ragtag, commonality, third estate, plebe, populace, civvy, commoner, common people, rabble, the populace, multitude, ceorl, citizen, commonage, commonalty, common person, mister, roturier, plebeian, people, plebs, democracy, commons, the common people, mass, pleb, civilian, common man",459,7-9,平民
平日,píng rì,"ordinary day, everyday, ordinarily, usually",31,7-9,平日
平息,píng xī,"to settle (a dispute), to quieten down, to suppress",142,7-9,平息
评定,píng dìng,"to evaluate, to make one's judgment",30,7-9,評定
评论员,pínglùnyuán,commentator,11,7-9,評論員
评判,píng pàn,"to judge (a competition), to appraise",355,7-9,評判
评审,píngshěn,"judge, referee, umpire",508,7-9,評審
评委,píng wěi,"evaluation committee, judging panel, judging panel member, adjudicator, abbr. for 評選委員會委員|评选委员会委员[ping2 xuan3 wei3 yuan2 hui4 wei3 yuan2]",2253,7-9,評委
凭借,píng jiè,"to rely on, to depend on, by means of, thanks to, sth that one relies on",97,7-9,憑借
凭着,píngzháo,Depend,88,7-9,憑著
凭证,píng zhèng,"proof, certificate, receipt, voucher",15,7-9,憑證
瓶颈,píngjǐng,bottleneck,22,7-9,瓶頸
萍水相逢,píng shuǐ xiāng féng,strangers coming together by chance (idiom),7,7-9,萍水相逢
泼冷水,pō lěng shuǐ,"lit. to pour cold water on, fig. to dampen one's enthusiasm",24,7-9,潑冷水
颇,pǒ,"pretty, quite an, very, quite, jolly, fearfully, quite a, molto, middling, considerably, greatly",218,7-9,頗
迫不及待,pòbùjídài,too impatient to wait,368,7-9,迫不及待
迫害,pò hài,"to persecute, persecution",142,7-9,迫害
迫使,pòshǐ,"distress, obligate, intrude, exact, haze, enforce, feeze, pressure, tie_down, force, compel, enjoin, flog, insist, condemn, oblige, thrust, impel, necessitate, drive, hurl, sell_up, nail_down, make, corner",171,7-9,迫使
破案,pò àn,"to solve a case, shabby old table",286,7-9,破案
破除,pò chú,"to eliminate, to do away with, to get rid of",36,7-9,破除
破解,pò jiě,"to break (a bond, constraint etc), to explain, to unravel, to decipher, to decode",158,7-9,破解
破旧,pò jiù,shabby,70,7-9,破舊
破裂,pòliè,"split up, flaw, rip, rend, splinter, part, break away, come_apart, chip off, come apart, bust, broken, break up, separate, chip, fracture, fall apart, split, break_down, crack, rupture, break off, come off, check, break, burst",253,7-9,破裂
破灭,pò miè,"to be shattered, to be annihilated (of hope, illusions etc)",124,7-9,破滅
破碎,pò suì,"to smash to pieces, to shatter",200,7-9,破碎
魄力,pò lì,"courage, daring, boldness, resolution, drive",25,7-9,魄力
扑克,pū kè,"poker (game) (loanword), deck of playing cards",339,7-9,撲克
扑面而来,pū miàn ér lái,"lit. sth hits one in the face, directly in one's face, sth assaults the senses, blatant (advertising), eye catching, (a smell) assaults the nostrils",4,7-9,撲面而來
铺路,pū lù,"to pave (with paving stones), to lay a road, to give a present to sb to ensure success",25,7-9,鋪路
菩萨,púsà,"Buddhist idol, a term applied to a kindhearted person, kindhearted person, Bodhisattva, joss, Buddha, Boddhisatva",29,7-9,菩薩
朴实,pǔ shí,"plain, simple, guileless, down-to-earth, sincere and honest",25,7-9,樸實
朴素,pǔ sù,"plain and simple, unadorned, simple living, not frivolous",35,7-9,樸素
普通人,pǔ tōng rén,"ordinary person, private citizen, people, the person in the street",414,7-9,普通人
谱,pǔ,"musical notation, table, chart, design, guide",206,7-9,譜
瀑布,pù bù,waterfall,153,7-9,瀑布
七嘴八舌,qī zuǐ bā shé,lively discussion with everybody talking at once,5,7-9,七嘴八舌
沏,qī,to steep (tea),10,7-9,沏
凄凉,qī liáng,desolate (place),46,7-9,淒涼
期盼,qípàn,look forward to,187,7-9,期盼
欺骗,qīpiàn,"cheat, dupe",1021,7-9,欺騙
欺诈,qī zhà,to cheat,205,7-9,欺詐
漆,qī,"paint, lacquer, CL:道[dao4], to paint (furniture, walls etc)",263,7-9,漆
齐心协力,qí xīn xié lì,"to work with a common purpose (idiom), to make concerted efforts, to pull together, to work as one",89,7-9,齊心協力
其后,qí hoù,"next, later, after that",29,7-9,其後
其间,qí jiān,"in between, within that interval, in the meantime",30,7-9,其間
奇花异草,qí huā yì cǎo,"very rarely seen, unusual (idiom)",4988,7-9,奇花異草
奇迹,qí jì,"miracle, miraculous, wonder, marvel",1366,7-9,奇跡
奇特,qítè,"unusual, geezer, queer, exotic, peculiar",230,7-9,奇特
歧视,qíshì,"treat with bias, despise",298,7-9,歧視
祈祷,qídǎo,pray,1945,7-9,祈禱
棋,qí,"chess, chess-like game, a game of chess, variant of 棋[qi2]",135,7-9,碁
棋子,qí zǐ,"chess piece, CL:個|个[ge4],顆|颗[ke1]",94,7-9,棋子
旗袍,qí páo,"Chinese-style dress, cheongsam",3,7-9,旗袍
旗帜,qízhì,"flag, stand, banner, colors, standard, colours, pennon, ensign, streamer, national flag, rallying point, signal flag",199,7-9,旗幟
乞丐,qǐ gài,beggar,131,7-9,乞丐
乞求,qǐ qiú,to beg,169,7-9,乞求
乞讨,qǐ tǎo,"to beg, to go begging",60,7-9,乞討
岂有此理,qǐ yoǔ cǐ lǐ,"how can this be so? (idiom), preposterous, ridiculous, absurd",12492,7-9,豈有此理
启迪,qǐ dí,"to edify, enlightenment",32,7-9,啟迪
启蒙,qǐ méng,"to instruct the young, to initiate, to awake sb from ignorance, to free sb from prejudice or superstition, primer, enlightened, the Enlightenment, Western learning from the late Qing dynasty",22,7-9,啟蒙
启示,qǐshì,"apocalypse, illumination, revelation",133,7-9,啟示
起步,qǐbù,start (a task),103,7-9,起步
起草,qǐ cǎo,"to make a draft, to draw up (plans)",127,7-9,起草
起程,qǐ chéng,"to set out, to leave",23,7-9,起程
起初,qǐchū,"initio, ab initio, first, primarily, early, in_the_beginning, originally, at_first, in the beginning, initially, at the start, at first, early on",243,7-9,起初
起伏,qǐfú,"rise and fall, undulate",120,7-9,起伏
起劲,qǐ jìn,"vigorously, energetically, enthusiastically",33,7-9,起勁
起跑线,qǐ pǎo xiàn,"the starting line (of a race), scratch line (in a relay race)",27,7-9,起跑線
起源,qǐyuán,origin,127,7-9,起源
气愤,qì fèn,"indignant, furious",116,7-9,氣憤
气管,qì guǎn,"windpipe, trachea, respiratory tract, air duct, gas pipe",111,7-9,氣管
气馁,qì něi,to be discouraged,48,7-9,氣餒
气派,qì pài,imposing manner or style,34,7-9,氣派
气泡,qì pào,"bubble, blister (in metal), (of beverages) sparkling, carbonated",90,7-9,氣泡
气魄,qì pò,"spirit, boldness, positive outlook, imposing attitude",16,7-9,氣魄
气势,qìshì,"air, powder, imposing manner, aura, manner, pith, vigor, atmosphere, vigour, verve, vehemence, fervor, momentum",91,7-9,氣勢
气味,qìwèi,"tang, wind, odor, savor, aurae, tint, flavor, leavening, savour, flavour, leaven, odour, aura, smatch, tinge, smell, smack, scent, taste",455,7-9,氣味
气息,qìxí,"breath, flatus, look, feeling, spirit, smell, snuff, feel, breathing, flavor, tone, taste, flavour",272,7-9,氣息
气质,qìzhí,"kidney, fibre, charisma, crasis, mettle, humor, temper, predisposition, habit, mould, colour, class, streak, metal, temperament, disposition, strain, habitude, sensitivity, blood, proclivity, karma, gaseity, grain, makings, presence",202,7-9,氣質
迄今,qì jīn,"so far, to date, until now",33,7-9,迄今
迄今为止,qì jīn wéi zhǐ,"so far, up to now, still (not)",145,7-9,迄今為止
契机,qìjī,"moment, critical point, turning, turning point, juncture, moment o turning point, turning/critical point, momentum",21,7-9,契機
契约,qìyuē,"legal instrument, charter, bond, bargain, covenant, legal document, compact, stipulation, agreement, instrument, bargaining, pact, obligation, clause, paction, booking, affiance, indenture, promise, article, contract, concordat, official document, deed, handfast",254,7-9,契約
器材,qìcái,"materials, materiel, equipment",115,7-9,器材
器械,qì xiè,"apparatus, instrument, equipment, weapon",93,7-9,器械
掐,qiā,"to pick (flowers), to pinch, to nip, to pinch off, to clutch, (slang) to fight",382,7-9,掐
卡,"kǎ, qiǎ","to stop, to block, card, CL:張|张[zhang1],片[pian4], calorie, cassette, (computing) (coll.) slow, to block, to be stuck, to be wedged, customs station, a clip, a fastener, a checkpost, Taiwan pr. [ka3]",3496,7-9,卡
卡子,qiǎ zi,"clip, hair fastener, checkpoint",7,7-9,卡子
洽谈,qiàtán,"hold trade talk, negotiate",19,7-9,洽談
恰到好处,qià dào hǎo chù,"it's just perfect, it's just right",85,7-9,恰到好處
恰恰相反,qiàqiàxiāngfǎn,Contrary,117,7-9,恰恰相反
恰巧,qià qiǎo,"fortunately, unexpectedly, by coincidence",93,7-9,恰巧
恰如其分,qià rú qí fèn,to say or do sth appropriate (idiom),22,7-9,恰如其分
千变万化,qiān biàn wàn huà,"countless changes, constant permutation",7,7-9,千變萬化
千方百计,qiān fāng bǎi jì,"lit. thousand ways, a hundred plans (idiom), by every possible means",30,7-9,千方百計
千家万户,qiān jiā wàn hù,every family (idiom),5,7-9,千家萬戶
千军万马,qiān jūn wàn mǎ,"magnificent army with thousands of men and horses (idiom), impressive display of manpower, all the King's horses and all the King's men",2,7-9,千軍萬馬
千钧一发,qiān jūn yī fà,"a thousand pounds hangs by a thread (idiom), imminent peril, a matter of life or death",20,7-9,千鈞一髮
迁,qiān,"movement, change, move",47,7-9,遷
迁就,qiān jiù,"to yield, to adapt to, to accommodate to (sth)",48,7-9,遷就
迁移,qiānyí,"move, remove, migrate",41,7-9,遷移
牵扯,qiān chě,"to involve, to implicate",326,7-9,牽扯
牵挂,qiān guà,"to worry about, to be concerned about",86,7-9,牽掛
牵涉,qiānshè,"involve, drag in",277,7-9,牽涉
牵头,qiān toú,"to lead (an animal by the head), to take the lead, to coordinate (a combined operation), to mediate, a go-between (e.g. marriage broker)",7,7-9,牽頭
牵制,qiān zhì,"to control, to curb, to restrict, to impede, to pin down (enemy troops)",54,7-9,牽制
铅,qiān,lead (chemistry),172,7-9,鉛
谦逊,qiān xùn,"humble, modest, unpretentious, modesty",58,7-9,謙遜
签,qiān,"sign, autograph",2469,7-9,簽
签署,qiānshǔ,sign/initial (a document),425,7-9,簽署
前辈,qián bèi,"senior, older generation, precursor",99,7-9,前輩
前不久,qián bù jiǔ,"not long ago, not long before",54,7-9,前不久
前赴后继,qián fù hoù jì,to advance dauntlessly in wave upon wave (idiom),5,7-9,前赴後繼
前期,qián qī,"preceding period, early stage",48,7-9,前期
前任,qiánrèn,predecessor,368,7-9,前任
前所未有,qián suǒ wèi yoǔ,unprecedented,158,7-9,前所未有
前台,qián tái,"stage, proscenium, foreground in politics etc (sometimes derog.), front desk, reception desk, (computing) front-end, foreground",209,7-9,前臺
前无古人,qiánwúgǔrén,Before no ancient people,19,7-9,前無古人
前夕,qián xī,"eve, the day before",59,7-9,前夕
前线,qián xiàn,"front line, military front, workface, cutting edge",205,7-9,前線
前沿,qián yán,"front-line, forward position, outpost, extending ahead, frontier (of science, technology etc)",39,7-9,前沿
前仰后合,qián yǎng hoù hé,"to sway to and fro, to rock back and forth",6855,7-9,前仰後合
前者,qiánzhě,"predecessor, the former, former",47,7-9,前者
虔诚,qián chéng,"pious, devout, sincere",260,7-9,虔誠
钱财,qián cái,"wealth, money",100,7-9,錢財
钳子,qián zi,"pliers, pincers, tongs, forceps, vise, clamp, claw (of a crab etc), CL:把[ba3], (dialect) earring",78,7-9,鉗子
潜能,qiánnéng,"latent, possibility, latent energy, potency, ability, latent ability, ergal, potentiality, latent energy/ability, potential",80,7-9,潛能
潜水,qiánshuǐ,"dive, go under water",367,7-9,潛水
潜艇,qián tǐng,submarine,211,7-9,潛艇
潜移默化,qián yí mò huà,"imperceptible influence, to influence secretly",7,7-9,潛移默化
潜在,qiánzài,"potential, latent",302,7-9,潛在
谴责,qiǎnzé,"condemn, denounce, censure",211,7-9,譴責
欠缺,qiànquē,"lack, be deficient, be short of",43,7-9,欠缺
欠条,qiàn tiáo,"IOU, certificate of indebtedness",7,7-9,欠條
歉意,qiàn yì,"apology, regret",197,7-9,歉意
呛,"qiāng, qiàng","to choke (because of swallowing the wrong way), to irritate the nose, to choke (of smoke, smell etc), pungent, (coll.) (Tw) to shout at sb, to scold, to speak out against sb",99,7-9,嗆
枪毙,qiāng bì,"to execute by firing squad, to shoot dead, fig. to discard, to get rid of",95,7-9,槍斃
